Date,Category,Rank,Product,Stars,N_Opinions,Price
28/10/2020,Belleza,47,Rimmel London 60 Seconds Super Shine Esmalte de Uñas,3.8,4954,1.50
28/10/2020,Belleza,48,"Braun HC 5010 - Máquina de cortar pelo profesional, cortapelos con 9 longitudes de corte, negro",4.4,11353,29.00
28/10/2020,Belleza,49,"NAVANINO Cortapelos Hombre Profesional, Recortadora de barba, Maquina Cortadora de Pelo Recargable, Cortapelos Nariz y Orejas, Máquina de Afeitar, Recortadora Barba y Precisión Impermeable 5 en 1",4.4,3028,27.99
28/10/2020,Belleza,50,Rimmel London Scandaleyes Waterproof Khol Kajal Liners Tono 1 - 1.3 gr,4.1,2355,2.09
28/10/2020,Belleza,51,"La Roche-Posay, Crema gel mousse limpiador facial, 400 ml",4.6,4639,16.00
28/10/2020,Belleza,52,"Bourjois Contour Clubbing, Delineador de Ojos",4.3,1596,2.19
28/10/2020,Belleza,53,"Máquina Cortar Pelo Profesional, Recortadora Barba y Cortapelos, Recortador IPX7 Impermeable con USB Carga Rápida",4.6,1537,19.19
28/10/2020,Belleza,54,"Maybelline New York Color Show, Esmalte de Uñas Secado Rápido, Tono: 020 Blush Berry",4.3,1480,1.66
28/10/2020,Belleza,55,"OLAPLEX Hair Perfector Nº3 - Cuidado capilar, 100 ml",4.4,26076,22.88
28/10/2020,Belleza,56,"Gillette Fusion5 ProGlide Cuchillas de Afeitar con Tecnología FlexBal, Paquete de 8 Cuchillas de Recambio",4.5,13613,14.99
28/10/2020,Belleza,57,"NYX Professional Makeup Spray fijador Makeup Setting Spray, Larga duración, Ligero, Fórmula vegana, Acabado Dewy (hidratado), 60 ml",4.2,26086,5.93
28/10/2020,Belleza,58,Marca Amazon- Solimo Maquinilla de afeitar de cinco hojas para hombre,4.2,7956,3.29
28/10/2020,Belleza,59,"Garnier Skin Active - BB Cream, Crema Hidratante Anti Edad Todo en 1, Pieles Maduras, Tono Medio, 50 ml",4.4,1476,6.75
28/10/2020,Belleza,60,"Maybelline New York - Tattoo Liner, Lápiz de Ojos Azul Semi-Permanente, Tono 920 Striking Navy",4.2,2803,3.75
28/10/2020,Belleza,61,"Rowenta Moveling CV3812F0 - Secador de pelo, 2100 Effiwatts, efecto anti estático, iónico, 2 velocidad, keratina aporta brillo, ligero y compacto",4.5,615,15.98
28/10/2020,Belleza,62,"Pinturas Cara para Niños-GLAMADOR Kit de Pintura Faciales y Corporales-16 Colores,2 Tiza de Pelo,28 Plantillas Pequeñas-Seguridad,No tóxico-Perfectos para Navidad,Fiestas Temáticas,Cosplay,Halloween",4.9,161,16.89
28/10/2020,Belleza,63,Be Natural - Kit Alisado Brasileño Keratimask - resultado profesional de larga duración,4.1,2286,9.89
28/10/2020,Belleza,64,Discos Desmaquillantes Reutilizables Greenzla (20pcs) con bolsa de lavandería lavable y caja redonda para guardarlas |100% algodón de bambú orgánico| Algodones desmaquillantes reutilizables ecológicas,4.6,4271,13.99
28/10/2020,Belleza,65,"Remington HC5810 Genius - Máquina de Cortar Pelo, Cuchillas de Cerámica, Recargable, 10 Peines, Prestaciones Profesionales, Color Negro",4.5,16867,34.99
28/10/2020,Belleza,66,"50 mascarillas desechables de 3 capas, protectores para la nariz y la boca con escudo de seguridad de 3 capas, cómodo para bloquear el polvo y la protección contra la contaminación del aire",4.4,32,20.05
28/10/2020,Belleza,67,Arganour Te Tree Oil 100% Pure Aceite Corporal - 20 ml,4.5,402,4.88
28/10/2020,Belleza,68,"Nirvel Hair Make Up Maquillaje capilar 50 mL, color Aquamarine",4.2,1088,4.21
28/10/2020,Belleza,69,Válquer Valquer Oxidante En Crema,,,0.58
28/10/2020,Belleza,70,"WONER Cortapelos Profesional Hombre Recargable Motor Silencioso Cuchilla Cerámica, Máquina Cortar Pelo Inalámbrico Batería 2000mAh, Recortador Pelo Barba Kit Familia",4.6,632,31.99
28/10/2020,Belleza,71,"L'Oreal Paris Dermo Expertise - Revitalift Crema de día, con Pro-Retinol, 50 ml",4.4,1802,6.99
28/10/2020,Belleza,72,"Kit de Manicura Eléctrico,Kapmore Torno para uñas 5 en 1 Limas para Uñas Manicura Eléctrica Manillares de Uñas",3.4,1783,7.19
28/10/2020,Belleza,73,"Rexona Active Pro+ Desodorante Antitranspirante Invisible, Hombre - Pack de 6 x 200 ml (Total: 1200 ml)",4.7,690,9.80
28/10/2020,Belleza,74,"Braun MGK7020 10 en 1, Máquina recortadora barba y cortapelos todo en uno con afeitadora cuerpo, nariz y orejas, afeitadora mini, detalles, color negro/plata",4.4,4625,58.99
28/10/2020,Belleza,75,Set de brochas de maquillaje profesional BESTOPE 16 piezas Pinceles de maquillaje Set Premium Synthetic Foundation Brush Blending Face Powder Blush Concealers Kit de pinceles (Rose Golden),4.5,24086,9.99
28/10/2020,Belleza,76,HATTEKER Cortapelos Hombre Maquina de Cortar el Pelo Cortadora de Pelo Barbero Electric Recortador de Barba y Precisión Waterproof,4.5,3417,34.39
28/10/2020,Belleza,77,"Anjou Aceites Esenciales 12pcs, Aceite Aromaterapia Natural Puro (Lavanda 4 * 5ml, Árbol de Té 4 * 5ml, Menta 4 * 5ml,) para Difusor,Spa,Dormir.",4.0,65,13.59
28/10/2020,Belleza,78,"UniqOne Revlon Professional - Tratamiento para el cabello, Coco, 150 ml",4.5,5058,6.95
28/10/2020,Belleza,79,Palette Intense Cream Coloration Intensive Coloración del Cabello 1 Negro - Pack de 3,4.4,760,4.26
28/10/2020,Belleza,80,Elizabeth Arden Green Tea Honey Drops Crema Corporal 500 ml,4.7,5493,15.90
28/10/2020,Belleza,81,Lámpara de Uñas UV LED 150 W Curado de Esmalte de Gel Secador de Uñas Rápido con Función de Temporización - 10S / 30S / 60S / 99S,4.6,284,18.31
28/10/2020,Belleza,82,"Rimmel London Wonderfull Argan Oil Máscara de Pestañas Tono Black - 25,8 gr",3.7,1993,3.06
28/10/2020,Belleza,83,"Secador de Pelo Profesional, Abody Secador Iónico de 2200W con Boquilla Concentradora de Aire y Difusor, 2 Velocidades y 3 Temperaturas, Botón de Aire Frío",4.2,1285,23.49
28/10/2020,Belleza,84,"Braun Silk Expert Pro 5 PL5137 Depiladora Luz Pulsada IPL, Última Generación, Depilación Permanente, Cabezal Precisión, Cara Y Cuerpo, Blanco/Dorado",4.5,1924,334.99
28/10/2020,Belleza,85,"L'Oréal Electric Nights Kit de Paradise Extatic Máscara de Pestañas Volumen y Longitud, y delineador de Ojos Super Liner Perfect Slim Eyeliner",4.3,7715,5.45
28/10/2020,Belleza,86,"Essie Nail Lacquer Número 5, Allure 13,5 ml",4.3,2135,3.25
28/10/2020,Belleza,87,L'Oreal Paris Make-up Designer Super Liner Perfect Slim Eyeliner Líquido Trazo Extrafino Negro Pack X2,4.0,3833,4.50
28/10/2020,Belleza,88,"Fanola, Champú No Yellow, 1000 ml.",4.6,23017,14.60
28/10/2020,Belleza,89,Urtekram Champú de Arbol de Té para Cuero Cabelludo Irritado - 500 ml,4.1,1186,9.99
28/10/2020,Belleza,90,"Philips QP2520/30 OneBlade - Recortador de barba, recorta, perfila y afeita, recargable",4.5,34960,41.79
28/10/2020,Belleza,91,Arganour Rosehip Oil 100% Pure Tratamiento Corporal - 50 ml,4.6,394,6.95
28/10/2020,Belleza,92,"L'Oréal Paris Men Expert - Integral Vita Lift hidratante diario anti-edad, 50 ml",4.4,1203,9.66
28/10/2020,Belleza,93,"Carmex COS 002 BL Bálsamo labial, 1 tarro - 8.4 ml",4.7,461,2.85
28/10/2020,Belleza,94,"Elite99 Lámpara UV LED para Uñas 24w, 12 Colores Kit de Esmaltes Semipermanentes en Gel UV LED, Base y Top Coat, Removedor de Uñas 001",3.8,247,36.99
28/10/2020,Belleza,95,"Tangle Teezer El cepillo desenredante original, Coral Glory",4.6,4226,7.99
28/10/2020,Belleza,96,"Beauty Glazed 6PCS Sexy Mate Brillo Labial, Lápiz Labial Líquido de larga Duración Hidratante Impermeable, Maquillaje Profesional para Bálsamo Labial",3.9,8512,7.48
28/10/2020,Belleza,97,"Garnier Skin Active - Pure Active, Gel Limpiador de Poros y Exfoliante Facial con Carbón 3 en 1, 150 ml",4.1,3464,3.95
28/10/2020,Belleza,98,Diadermine - Crema de Día Lift+ Hidratante- Con tecnología Skinplex optimizadora de colágeno - 50 ml,4.5,196,4.19
28/10/2020,Belleza,99,Neutrogena Crema Para Manos - 75 ml.,4.7,1618,5.50
28/10/2020,Belleza,100,"L´Oréal Paris Make Up Artist Máscara de Pestañas Mega Duración y Mega Volumen Colágeno 24H, Color Negro, 9 ml",4.2,4674,5.95
28/10/2020,Bricolaje y herramientas,1,"Mascarilla Higienica WottoCare, 50 uds/caja, 3 Capas/BFE ≥ 95% Mascarilla Facial de Filtración Material Filtro y non-woven, Mascara Certificada/Homologada",4.0,309,18.90
28/10/2020,Bricolaje y herramientas,2,"20 Máscaras, Máscara KN95 / FFP2, Máscara Facial Protectora de Respirador de 5 Capas, Máscara para Adultos",3.4,20,5.78
28/10/2020,Bricolaje y herramientas,3,Pack de 3 Mascarillas Homologadas de Tela Reutilizable Negras,4.6,555,19.99
28/10/2020,Bricolaje y herramientas,4,"Filtro TNT Grande para mascarilla 16x9.5cm. Muy transpirable, hidrofugo.50 capas de tejido no tejido de 70gr, ENTREGA EN 24H (TNT 70gr) (tnt 70gr)",4.4,1186,9.99
28/10/2020,Bricolaje y herramientas,5,"TP-Link Tapo P100 - WiFi Enchufe Inteligente Mini tamaño para Controlar su Dispositivo Desde Cualquier Lugar, sin Necesidad de Concentrador, Funciona con Amazon Alexa y Google Home e IFTTT, 1 Pack",4.6,2427,9.99
28/10/2020,Bricolaje y herramientas,6,"Meross Abridor de Puertas de Garaje Inteligente Wi-Fi, Controlador, Compatible con Google Asistente y SmartThings, MSG100.Color Blanco.",4.6,1596,39.99
28/10/2020,Bricolaje y herramientas,7,CRAZYCHIC - Mascarilla FFP2 Certificada CE EN149 - Mascarilla de Protección Respiratoria - Protectora Respirador Antipolvo Homologada - Alta filtración - Entrega Rápida - Paquete de 10 Piezas,4.5,16,7.99
28/10/2020,Bricolaje y herramientas,8,"Mascarilla FFP2 de 5 capas 10 uds Homologada Tipo III Certificado Oficial CE 2797, Norma UE 2016/425 y BSI 2020/403",3.9,16,34.99
28/10/2020,Bricolaje y herramientas,9,"Loctite Super Glue-3 Power Flex formato gel Control, adhesivo instantáneo, 10gr",4.6,1596,1.94
28/10/2020,Bricolaje y herramientas,10,"Mascarillas FFP2, Mascarillas Desechables Con Orejeras, 96% De Filtración Multicapa, Mascarillas KN95, Talla única, Paquete De 20",2.1,12,4.77
28/10/2020,Bricolaje y herramientas,11,"Fischer Colgador 3 Puntas Fast & Fix (Envase de 4 Ud.), 534844, Blanco",4.4,1475,1.72
28/10/2020,Bricolaje y herramientas,12,"Medisana RM100 FFP2/KN 95 Mascarilla de protección respiratoria, Máscara antipolvo, Máscara antipolvo de 3 capas, Máscara facial 10 piezas empaquetadas individualmente en una bolsa de PE",4.0,2131,28.50
28/10/2020,Bricolaje y herramientas,13,Desechables 3 CAPAS Pack de 50 unidades para Niños Niñas,4.2,119,19.99
28/10/2020,Bricolaje y herramientas,14,"Amazon Smart Plug (enchufe inteligente wifi), compatible con Alexa, Dispositivo Certificado para personas",4.5,2254,24.99
28/10/2020,Bricolaje y herramientas,15,"Bosch Home and Garden 2607017195 Bosch V-Line Titanio - Maletín de 91 unidades para taladrar y atornillar, 0 W, 0 V, Set Piezas",4.6,2256,28.96
28/10/2020,Bricolaje y herramientas,16,"Stanley STA7205-XJ - Juego de Brocas (Taladro, Albañilería, Metal, Madera) Acero inoxidable, Negro, 100 Piezas",4.6,205,16.65
28/10/2020,Bricolaje y herramientas,17,"Linterna Frontal LED, Luz Frontal de USB Rechable 15000 lm Impermeable IPX4 con 7 LEDs 8 Modos Perfecto para Acampar, Bicicleta de Montaña, Pesca, Paseo, Acampar, Caminar",4.4,171,18.99
28/10/2020,Bricolaje y herramientas,18,"FFP2 - Mascarillas de protección respiratoria premium en un paquete único hermético, 4 capas de protección de las vías respiratorias con CE (NB2841), 10 unidades.",3.3,28,0.99
28/10/2020,Bricolaje y herramientas,19,"Staroon, paquete de 5, KN95 / FFP2 mascarilla protectora/respirador de 5 capas, certificado CE",2.7,60,7.99
28/10/2020,Bricolaje y herramientas,20,"STANLEY STHT0-62143 - Set de 57 piezas, destornilladores y puntas de destornillador",4.5,1089,15.55
28/10/2020,Bricolaje y herramientas,21,"Pack 60 Filtros TNT homologado, Tamaño grande 18x10cm. Para mascarillas de tela, lavables y reutilizables.Tejido Hidrófugo, transpirable y antivirus de 70 Gr/m2. Hecho en España",4.2,25,9.95
28/10/2020,Bricolaje y herramientas,22,"Grifo de Cocina, TACKLIFE Grifo Cocina con Ducha Extraíble de Acero Inoxidable, Grifo para Fregadero con 3 Modos de Rociador, Grifo Monomando Giratorio de 360° sin Plomo",4.4,318,35.99
28/10/2020,Bricolaje y herramientas,23,"Command 17206 Pack de 8 tiras para cuadros grandes color blanco, Set de 8 Piezas",4.1,2050,5.62
28/10/2020,Bricolaje y herramientas,24,"GreenBee-Powstay PM01A mascarilla filtrante de partículas FFP2 NR, 10 unidades",,,24.99
28/10/2020,Bricolaje y herramientas,25,"Mpow 035 Orejeras de Protección con 34dB SNR, Cascos Antiruido de Protección Auditiva Plegables para Adultos, Cascos Insonorizacion para Estudiar, Caza, Construcción,con Bolsa Portátil",4.4,167,8.79
28/10/2020,Bricolaje y herramientas,26,"Auxmir 4 Piezas Ganchos Adhesivos, Soporte de Pared para Toallas de Baño, Cocina y Baño, Acero Inoxidable 304, Adhesivo 3M, Plata",4.6,5122,8.99
28/10/2020,Bricolaje y herramientas,27,"Linterna Frontal LED USB Recargable 1200mAh, Linterna Cabeza 8 Modos Sensor de movimiento, Linternas LED alta Potencia 6000K 300LM IPX4 Impermeable para Camping, Excursión, Pesca, Carrera, Ciclismo",4.4,3677,12.99
28/10/2020,Bricolaje y herramientas,28,"Pattex No Más Clavos Cinta, cinta adhesiva para aplicaciones permanentes, cinta de doble cara extrafuerte, adhesivo de montaje para interior y exterior, 19 mm x 1,5 m",4.0,1454,6.68
28/10/2020,Bricolaje y herramientas,29,"Tira de Sellado Burlete Bajo Puerta Tira Autoadhesiva Silicona para Puerta Aislamiento Acústico/ a Prueba de Viento/Anti-bug de Sellado, 5x100cm",4.4,3717,8.19
28/10/2020,Bricolaje y herramientas,30,AVStar - Termostato inteligente programable para calefacción de calderas de gas - Pantalla LCD para facilidad de control y programación - carcasa blanco elegante - funciona con pilas,4.2,609,29.45
28/10/2020,Bricolaje y herramientas,31,"riou 50 Piezas Niños Protección Desechable Transpirables, infantil de Dibujos Animados 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 para Actividades al Aire Libre, Escuela",5.0,1,7.98
28/10/2020,Bricolaje y herramientas,32,"10x mascarillas ffp2 kn95 homologadas, aprobadas en España/UE. Mascarillas ffp2 de 4 capas con capacidad de filtración del 95%, ajuste regulable y cómodo. Empaquetadas de manera individual",3.9,12,29.99
28/10/2020,Bricolaje y herramientas,33,"JINLU - Máscara protectora FFP2/KN95 certificada CE, filtración del 94% (paquete de 10 unidades)",3.1,166,7.78
28/10/2020,Bricolaje y herramientas,34,"Toldo reforzado gramaje 90 grs, 3 x 2 m, color azul - Catral 560110",4.2,1240,3.44
28/10/2020,Bricolaje y herramientas,35,"Pattex Cola para madera , de rápido secado y con un acabado transparente, 250 gr",4.6,1362,2.45
28/10/2020,Bricolaje y herramientas,36,"Pattex No Mas Clavos Para Todo HighTack Adhesivo de montaje resistente a temperaturas extremas, pegamento fuerte en superficies húmedas, Blanco, 1 tubo x 142 g",4.2,1523,0.50
28/10/2020,Bricolaje y herramientas,37,"YINSAN 120 en 1 Juego de Destornilladores de Precisión con Magnetizador, Kit de Herramientas de Reparación de Bricolaje Profesional para iPhones, Laptops, Teléfono, Xboxs, Gafas, Reloj, Cámara, TV ect",4.7,3661,16.99
28/10/2020,Bricolaje y herramientas,38,Caja 20 Mascarillas Protección LD802 FFP2 NR CE PPE (EU) 2016/425 uso sanitario y civil 2020/403 Lindeman,4.0,26,34.95
28/10/2020,Bricolaje y herramientas,39,"Cinta adhesiva de doble cara tesa Powerbond Ultrafuerte (1,5 m x 19 mm)",3.8,1197,5.10
28/10/2020,Bricolaje y herramientas,40,"Ni_ka 20 piezas azules desechables, antipolvo transpirable industrial Copa de salud faciales",4.5,8,3.44
28/10/2020,Bricolaje y herramientas,41,"Command 17203 - Tiras Cuelga Cuadros, 4 juegos de tiras pequeñas, 8 juegos de tiras medianas, Color Blanco",4.2,1211,4.50
28/10/2020,Bricolaje y herramientas,42,Pantalla Protección Facial Sonaprotec - Protector Facial Antivaho. Talla Niños y Adultos. Visera Protectora para la Cara Face Shield Fabricadas en España - Talla Mediana - Pack 1,4.3,251,5.95
28/10/2020,Bricolaje y herramientas,43,"Roca AI0002100R - Conjunto de bisagras de asiento Dama Senso y Giralda desmontables, Pack de 2 unidades",4.6,2228,10.04
28/10/2020,Bricolaje y herramientas,44,"Lomvum Medidor Laser de Distancia, 80M Profesional Metro Laser,Telemetro Laser con Precisión 2mm,Niveles de Burbuja",4.4,1248,21.99
28/10/2020,Bricolaje y herramientas,45,"Pistola de Silicona Caliente 50W Tilswall,Pistola de Pegamento con 75pcs Barras,Pistola Manualidades para Bricolaje,Pistolas Encolar para Arte,Empaques,Reparaciones y en el hogar,Oficina y Escuela",4.6,3942,12.99
28/10/2020,Bricolaje y herramientas,46,"Loctite Super Glue-3 Precisión, pegamento transparente de máxima precisión, pegamento instantáneo triple resistente, adhesivo universal con goteo fácil de regular, 1x10 g",4.5,21,5.00
28/10/2020,Bricolaje y herramientas,47,"Legrand 50512 Adaptador Enchufe, Triple, Frontal, Negro",4.7,1296,3.63
28/10/2020,Bricolaje y herramientas,48,"Firoya 50 Tabletas, Triple Capa Transpirable Cómodo para la Salud Facial,Adecuado para Rostro Adulto,Esencial para Actividades en Interiores y Exteriores (5- Colores)",4.4,12,3.99
28/10/2020,Bricolaje y herramientas,49,"NEWTECK Chimenea Eléctrica Classic Flame, Calefactor Cerámico Termoventilador Llama Decorativa, Chimenea portátil, Termostato, 2 Niveles, Sensor Seguridad Sobrecalentamiento, 750/1000W, 355x465x250mm",4.5,50,39.90
28/10/2020,Bricolaje y herramientas,50,"RATEL Tira de Sellado Junta de 24 m/78,7 pies, Goma burlete para Puerta Ventana Antigolpes Resistente al Agua Autoadhesiva con 1 tijera y 1 cinta métrica para bloquear grietas y huecos (blanco)",4.3,3162,10.99
28/10/2020,Bricolaje y herramientas,51,"Mascarillas FFP2, Mascarillas Desechables Con Orejeras, 96% De Filtración Multicapa, Mascarillas KN95, Talla única, Paquete De 10",3.2,5,13.00
28/10/2020,Bricolaje y herramientas,52,"Bosch Home and Garden 2 607 019 330 BOSCH ACC 100 PCS, 0 W, 0 V, Verde, Gris, Rojo, 100-teilig mit Schraubendreher, Set Piezas",4.5,19430,11.99
28/10/2020,Bricolaje y herramientas,53,12 Mascarillas Negras · Higiénicas The Pink House. Máscaras no quirúrgicas. Desechables de 3 capas de protección,4.2,143,14.95
28/10/2020,Bricolaje y herramientas,54,"Garza 400603 Temporizador analógico mini, Blanco - Azul",4.1,929,4.50
28/10/2020,Bricolaje y herramientas,55,"Atornillador Eléctrico 6N.m, HYCHIKA Destornillador Inalámbrico (Máximo Par 6 N.m, 3.6V, 2.0Ah) LED Luz como Linterna, Llave de Trinquete, Cargador con Cable USB, 36 Accesorios, Estuche portátil",4.4,2500,19.99
28/10/2020,Bricolaje y herramientas,56,"edding 5200-915 - Spray de pintura acrílica de 200 ml, secado rápido sin burbujas, color amarillo pastel mate",4.2,1508,7.47
28/10/2020,Bricolaje y herramientas,57,"VEHHE Alcachofa Ducha con Manguera 1,5 m, Boquilla de ducha cromo que aumenta la presión Spray con 5 modos Baño de ahorro de agua",4.2,1883,9.59
28/10/2020,Bricolaje y herramientas,58,"Command PH203-18NA Tiras para colgar cuadros blancas pequeñas y medianas, 8 Medium and 10 Small",4.6,3972,12.09
28/10/2020,Bricolaje y herramientas,59,SGILE Comprobador de Cable de Red RJ45 Network Tool Kits Red Profesional Mantenimiento de la Computadora LAN Cable Tester 12 en 1 Herramientas de Reparación,4.5,4075,19.59
28/10/2020,Bricolaje y herramientas,60,"𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 BLANCA Protectora, 5 Capas, Transpirables (10 FP BLANCA)",,,18.89
28/10/2020,Bricolaje y herramientas,61,"Protectores para patas de mesa. Juego de 150: 118 fieltros adhesivos y 32 lagrimas silicona adhesivas. Protector adhesivo para patas de sillas, fieltro para sillas de 5mm de grosor y más durabilidad",4.6,1149,6.39
28/10/2020,Bricolaje y herramientas,62,"Hoomtaook Estanteria Ducha Estantería de Esquina para Baño Ducha Estanteria Baño Estantería de Esquina para Baño Ducha, Autoadhesivo, Aluminio, Acabado Mate, Estantes, 2 Piezas Blanco",4.6,3782,24.98
28/10/2020,Bricolaje y herramientas,63,"Reutilizable Protección 3 Capas Transpirables Unisex Facial ProteccióN (2pcs, Negro)",,,3.55
28/10/2020,Bricolaje y herramientas,64,"Syncwire Organizador Clip de Cable [5 Unidades] Administrador Mini Soporte de Cable con Ganchos Adhesivos Soporte para Cable de alimentación y Accesorio de Carga Cable de Mouse, PC, Oficina y hogar",4.5,592,5.99
28/10/2020,Bricolaje y herramientas,65,APLI 11517 - Cinta adhesiva celo transparente 12 mm x 33 m,4.6,579,0.61
28/10/2020,Bricolaje y herramientas,66,Protector facial de 3 capas con cubierta elástica para el asa del oído Anti-polvo de cara completa (30 PCS),2.8,261,1.66
28/10/2020,Bricolaje y herramientas,67,"Bosch PST 650 - Sierra de calar 230V (500 W, en maletín)",4.6,2330,37.25
28/10/2020,Bricolaje y herramientas,68,"WD-40 340343 Lubricante multiusos, doble acción (500 ml), 500ml",4.7,1268,1.09
28/10/2020,Bricolaje y herramientas,69,"TECKIN Enchufe Inteligente, 16A 3680W Enchufe WiFi Con Monitor de Energía, Compatible con Alexa & Google Home, Enchufe con Control Remoto y Función de Temporizado, Enchufes Inteligentes 2 Packs",4.4,9917,23.99
28/10/2020,Bricolaje y herramientas,70,"10 PCS Salvaorejas Mascarillas Extensor, Protectores de Orejas, Sujeta Mascarillas ó Enganche para Mascarillas, Extender Ganchos para Máscara, Despídete del Dolor en las Orejas",4.1,168,7.99
28/10/2020,Bricolaje y herramientas,71,"Mpow 133 Tapones Oídos de Espuma (60 Pares), Protección Auditiva SNR 38 dB con Estuche de Aluminio, Tapones Oídos contra Ruido para Dormir, Estudiar, Trabajar, Viajar, Proyectos, Construcción",4.4,2469,9.51
28/10/2020,Bricolaje y herramientas,72,"Einhell Taladro destornillador inalámbrico TC-CD 18/35 Li Power X-Change (18V, incluye batería de 1,5 Ah y cargador) (ref.4513914)",4.5,567,39.99
28/10/2020,Bricolaje y herramientas,73,"Tubo Termorretráctil 750 Piezas,Preciva 2: 1 Poliolefina Tubo Termoretráctil Envoltura de Alambre 5 Color 12 Tamaño para Protección el cable,Prevenir la corrosión del metal etc",4.6,5860,8.99
28/10/2020,Bricolaje y herramientas,74,"Auxmir Portarrollos Baño, Portarrollo Papel Higiénico de Acero Inoxidable 304, Soporte Papel Higiénico Autoadhesivo, Porta Rollo para Baños y Cocinas, Plata",4.7,1580,6.99
28/10/2020,Bricolaje y herramientas,75,ZOELOVE 30 Piezas Desechables Reutilizable antivaho protección de Adultos(Amarillo),,,7.99
28/10/2020,Bricolaje y herramientas,76,"PACK 60 Filtros EXTRA GRANDES 18x10,5cm certificados para mascarillas de tela,FORMA HERGONÓMICA. Recortables y reutilizables. TNT 70gr alta calidad muy transpirables, HECHOS EN ESPAÑA",5.0,1,9.90
28/10/2020,Bricolaje y herramientas,77,"La Pajarita 106137 Pintura para Decoración y DIY, Chalk, 1, Violet",4.5,746,3.75
28/10/2020,Bricolaje y herramientas,78,Packatape 6 Rollos Cinta Embalar Adhesiva Transparente 48MMx 66M para Cajas y Paquetes Ideal para Envíos y Mudanzas – Precinto Embalar Extrafuerte y Resistente – Color Transparente,4.5,4226,8.99
28/10/2020,Bricolaje y herramientas,79,STANLEY 1-93-978 - Caja de Almacenamiento para Piezas pequeñas con 9 cajones,4.6,3826,10.60
28/10/2020,Bricolaje y herramientas,80,"LETION linterna ultravioleta Led Linterna UV,Luz negra UV 2 en 1 con Reflejo 395nm luz ultravioleta, Modo 4 Para Ropa de Mascotas Detección de Hongos [Clase de eficiencia energética A]",4.6,3846,7.99
28/10/2020,Bricolaje y herramientas,81,"D-Line 2010KIT001 Multipack De Canaleta Para Cableado, Blanco, 20x10mm (Micro), Set de 4 Piezas",4.5,5920,16.81
28/10/2020,Bricolaje y herramientas,82,"Magichome Alcachofa Ducha con Manguera 2M, 3 Modos Cabezal Ducha, Grifo Ducha con Alta Presiòn, Ahorro de Agua de Ducha Ionica Desmontable Portátil Cabeza de Ducha",4.4,7148,15.19
28/10/2020,Bricolaje y herramientas,83,"MOSOTECH Organizador Cables, Cubre Cables de 2 x 1.5m, Flexible Funda Organizador Cables, Organizador de Cables Mesa, Recoge Cables para Office y PC Escritorio-Gris(Ø2.2cm y Ø1.6cm)",4.1,196,8.49
28/10/2020,Bricolaje y herramientas,84,"25 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 Protectora blanca, 5 Capas Transpirables, envio desde España",,,36.99
28/10/2020,Bricolaje y herramientas,85,"Tesa TE05671-00000-11 Cinta doble cara Extra fuerte 10m x 50mm beige, Standard",4.1,434,3.89
28/10/2020,Bricolaje y herramientas,86,12 piezas Unisex Reutilizable y Lavable Negro,3.7,18,6.76
28/10/2020,Bricolaje y herramientas,87,"Orbegozo PG 02 Programador Diario 24 horas, Potencia Máxima 3500 W, Interruptor ON/OFF, Uso Interior, Programable",4.3,716,5.90
28/10/2020,Bricolaje y herramientas,88,"Cinta de embalaje tesapack fuerte ( 66 m x 50 mm), transparente",4.5,1102,2.15
28/10/2020,Bricolaje y herramientas,89,"Tapa de wc, Dalmo Polipropileno Asiento para Inodoro en Forma de D con PP Liberación Rápida Tapa y Asiento para Inodoro con Cierra Suave y Silencioso Fácil de Instalación y Limpieza",4.2,198,17.67
28/10/2020,Bricolaje y herramientas,90,"EVANJ 50Piezas Mezcla de dibujos animados para niños Protección personal 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬, Protección 3 Capas Transpirables A Prueba de Polvo con Elástico para Los Oídos-EVANJ924",,,3.99
28/10/2020,Bricolaje y herramientas,91,WC Net Desatascador Energy - 1000 gr (8004050038824),4.3,155,3.85
28/10/2020,Bricolaje y herramientas,92,"Legrand, Enchufe de Pared 1 Toma, Forix, Color Blanco",4.3,767,3.27
28/10/2020,Bricolaje y herramientas,93,"Jeteven Cinta Adhesiva Lavable, Reutilizable Nano Tape, Cinta Doble Cara Extra Fuerte, Cinta de Doble Cara Multifuncional Cinta Adhesiva Extraíble transparente 3.28FT",4.1,3802,6.99
28/10/2020,Bricolaje y herramientas,94,"Xiaomi Mi Smart Sensor Set - Mando a distancia de la puerta/Interruptor inalámbrico, blanco",4.2,573,44.99
28/10/2020,Bricolaje y herramientas,95,"Magichome Alcachofa Ducha con Manguera 2M, 3 Modos Cabezal Ducha, Grifo Ducha con Alta Presiòn, Ahorro de Agua de Ducha Ionica Desmontable Portátil Cabeza de Ducha",4.4,7148,12.78
